text,path,audio
HE BEGGED US TO SEND FOR THE COMMISSARY TO GO TO HIS HOUSE AND WHEN WE SET HIM FREE I THOUGHT HE WOULD GO MAD WITH JOY HE KISSED OUR HANDS AND THANKED US AGAIN AND AGAIN AND DID YOU PLACE HIM IN THE SAME CAGE AS THE MURDERER INQUIRED LECOQ,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0008.flac,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0008.flac
THE YOUNG POLICE AGENT HAD GROWN VERY THOUGHTFUL I WAS EVIDENTLY RIGHT HE MURMURED WHAT DID YOU SAY,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0011.flac,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0011.flac
AND HE PAUSED IN HIS PROMENADE AH WELL HE INQUIRED WHAT NEWS DO YOU BRING I HAVE AN ORDER TO CONDUCT THE PRISONERS TO THE PREFECTURE,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0001.flac,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0001.flac
WAS NOT INCLINED TO COMMUNICATE HIS REFLECTIONS TO THE CUSTODIAN OF THE GUARD HOUSE THESE REFLECTIONS OF HIS WERE BY NO MEANS PLEASANT ONES I WAS RIGHT HE THOUGHT THIS PRETENDED DRUNKARD WAS NONE OTHER THAN THE ACCOMPLICE HE IS EVIDENTLY AN ADROIT,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0012.flac,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0012.flac
OH IT IS SHAMEFUL WHAT SHALL I SAY TO MY WIFE WHAT WILL THE CHILDREN THINK DID HE TALK MUCH ABOUT HIS WIFE HE TALKED ABOUT NOTHING ELSE HE MENTIONED HER NAME EUDOSIA LEOCADIE OR SOME NAME OF THAT SORT,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0007.flac,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0007.flac
CAPITAL CAPITAL HE EXCLAIMED,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0002.flac,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0002.flac
AUDACIOUS COOL HEADED FELLOW WHILE WE WERE TRACKING HIS FOOTPRINTS HE WAS WATCHING US WHEN WE HAD GOT TO SOME DISTANCE HE WAS BOLD ENOUGH TO ENTER THE HOVEL,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0013.flac,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0013.flac
OF COURSE THEN THEY TALKED WITH EACH OTHER TALKED,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0009.flac,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0009.flac
YOU MAY LAUGH AS MUCH AS YOU LIKE RETORTED THE KEEPER BUT SUCH IS REALLY THE CASE IF IT HADN'T BEEN FOR GEVROL THE MAN WOULD CERTAINLY HAVE BEEN RUN OVER AND WHAT HAS BECOME OF HIM THE KEEPER SHRUGGED HIS SHOULDERS YOU ASK ME TOO MUCH HE RESPONDED,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0005.flac,data/LibriSpeech/librispeech_finetuning/1h/4/other/6135/41994/6135-41994-0005.flac
INTO NEW CHANNELS AND CHANGE THE FACE OF WHOLE CONTINENTS MAHOMET THAT STRANGEST OF MORAL ENIGMAS PROPHET AND SEER FANATIC AND IMPOSTOR WAS DEVELOPING HIS CAREER ALL THROUGH THE YEARS OF THE PERSIAN WAR,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0008.flac,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0008.flac
THEY WERE BLEEDING AT EVERY PORE UTTERLY WEARIED AND EXHAUSTED AND DESIROUS OF NOTHING BUT A LONG INTERVAL OF PEACE TO RECOVER THEIR LOST STRENGTH PRECISELY AT THIS MOMENT A NEW AND TERRIBLE ENEMY FELL UPON THE TWO WAR WORN COMBATANTS,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0003.flac,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0003.flac
EVENTS OF WORLD WIDE IMPORTANCE HAD BEEN TAKING PLACE IN THE ARABIAN PENINSULA FOR THE FIRST AND LAST TIME IN HISTORY THERE HAD ARISEN AMONG THE ARABS ONE OF THOSE WORLD COMPELLING MINDS THAT ARE DESTINED TO TURN ASIDE THE CURRENT OF EVENTS,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0007.flac,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0007.flac
AND DELIVERED AN ATTACK SO VEHEMENT THAT IT WAS DESTINED TO DESTROY THE ANCIENT KINGDOM OF PERSIA AND TO SHEAR AWAY HALF THE PROVINCES OF THE ROMAN EMPIRE,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0004.flac,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0004.flac
THE ROMAN AND THE PERSIAN EMPIRES DRAINED OF MEN AND MONEY AND RAVAGED FROM END TO END BY EACH OTHER'S MARAUDING ARMIES SANK DOWN IN EXHAUSTION TO HEAL THEM OF THEIR DEADLY WOUNDS,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0000.flac,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0000.flac
BY AN EXTRAORDINARY MIXTURE OF GENUINE ENTHUSIASM AND VULGAR CUNNING OF SELF DECEPTION AND DELIBERATE IMPOSTURE OF BENEVOLENCE AND CRUELTY OF AUSTERITY AND LICENCE HE HAD WORKED HIMSELF AND HIS CREED TO THE FRONT,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0009.flac,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0009.flac
HAD STRUCK DEADLY BLOWS AT THE HEART OF EACH OTHER'S EMPIRE AND HARRIED THE INMOST PROVINCES UP TO THE GATES OF EACH OTHER'S CAPITALS THE PERSIAN HAD TURNED THE WILD HORDES OF THE AVARS LOOSE ON THRACE,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0002.flac,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0002.flac
NEVER BEFORE HAD EITHER POWER DEALT ITS NEIGHBOUR SUCH FEARFUL BLOWS AS IN THIS LAST STRUGGLE IN PREVIOUS WARS THE CONTEST HAD BEEN WAGED AROUND BORDER FORTRESSES AND THE PRIZE HAD BEEN THE CONQUEST OF SOME SMALL SLICE OF MARCHLAND,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0001.flac,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0001.flac
INTO THE LAND BEYOND THE SYRIAN DESERT BUT NEITHER OF THEM DREAMED THAT THE SCATTERED AND DISUNITED TRIBES OF ARABIA WOULD EVER COMBINE OR BECOME A SERIOUS DANGER,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0006.flac,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0006.flac
THE POLITICS OF ARABIA HAD UP TO THIS TIME BEEN OF LITTLE MOMENT EITHER TO ROMAN OR PERSIAN EACH OF THEM HAD ALLIES AMONG THE ARAB TRIBES AND HAD SOMETIMES SENT AN EXPEDITION OR AN EMBASSY SOUTHWARD,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0005.flac,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0005.flac
THE TURBULENT POLYTHEISTS OF ARABIA HAD BY HIM BEEN CONVERTED INTO A COMPACT BAND OF FANATICS BURNING TO CARRY ALL OVER THE WORLD BY THE FORCE OF THEIR SWORDS THEIR NEW WAR CRY THAT,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0010.flac,data/LibriSpeech/librispeech_finetuning/1h/3/clean/7859/102518/7859-102518-0010.flac
I SHOULD CHOOSE RATHER TO BE KILLED BY THEM THAN TAKEN ALIVE BUT WHEN IT CAME TO THE TRIAL MY MIND CHANGED THEIR GLITTERING WEAPONS SO DAUNTED MY SPIRIT THAT I CHOSE RATHER TO GO ALONG WITH THOSE AS I MAY SAY RAVENOUS BEASTS,data/LibriSpeech/librispeech_finetuning/1h/3/clean/4406/16882/4406-16882-0010.flac,data/LibriSpeech/librispeech_finetuning/1h/3/clean/4406/16882/4406-16882-0010.flac
OH THE DOLEFUL SIGHT THAT NOW WAS TO BEHOLD AT THIS HOUSE COME BEHOLD THE WORKS OF THE LORD,data/LibriSpeech/librispeech_finetuning/1h/3/clean/4406/16882/4406-16882-0007.flac,data/LibriSpeech/librispeech_finetuning/1h/3/clean/4406/16882/4406-16882-0007.flac
AND HER ELDER SON TELLING HER THAT HER SON WILLIAM WAS DEAD AND MYSELF WAS WOUNDED SHE SAID AND LORD LET ME DIE WITH THEM WHICH WAS NO SOONER SAID BUT SHE WAS STRUCK WITH A BULLET AND FELL DOWN DEAD OVER THE THRESHOLD,data/LibriSpeech/librispeech_finetuning/1h/3/clean/4406/16882/4406-16882-0005.flac,data/LibriSpeech/librispeech_finetuning/1h/3/clean/4406/16882/4406-16882-0005.flac
THROUGH THE BOWELS AND HAND OF MY DEAR CHILD IN MY ARMS ONE OF MY ELDER SISTERS CHILDREN NAMED WILLIAM HAD THEN HIS LEG BROKEN WHICH THE INDIANS PERCEIVING THEY KNOCKED HIM ON HIS HEAD,data/LibriSpeech/librispeech_finetuning/1h/3/clean/4406/16882/4406-16882-0003.flac,data/LibriSpeech/librispeech_finetuning/1h/3/clean/4406/16882/4406-16882-0003.flac
