text,path,audio
FOR MAGNET AND THEN NAIL STICK BECAUSE IT'S IRON,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_007.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_007.flac
YOU HAVE TO HAVE IRON OR STEEL AND THE MAGNET FOR TO ATTRACT TO EACH OTHER,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_014.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_014.flac
IRON OR STEEL HAS TO BE IN THE MAGNET,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_017.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_017.flac
THE STEEL SCREW IS STICKING AND THE ALUMINIUM SCREW IS NOT,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_018.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_018.flac
THE GREY ROCK OR THE BLACK ROCK,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_020.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_020.flac
IT CONNECTS BECAUSE IT HAS TRACES OF IRON OR STEEL,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_021.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_021.flac
BECAUSE IT'S MADE OF METAL,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_025.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_025.flac
IT MAY HAVE IRON OR STEEL IN IT,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_026.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-22_09-02-30_EE_3.1/myst_004013_2014-01-22_09-02-30_EE_3.1_026.flac
I'M GOOD HOW ARE YOU,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-24_09-38-40_EE_3.2/myst_004013_2014-01-24_09-38-40_EE_3.2_001.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-24_09-38-40_EE_3.2/myst_004013_2014-01-24_09-38-40_EE_3.2_001.flac
WE'VE BEEN LEARNING ABOUT MAGNETS AND NORTH AND SOUTH POLES ON THE MAGNETS,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-24_09-38-40_EE_3.2/myst_004013_2014-01-24_09-38-40_EE_3.2_002.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-24_09-38-40_EE_3.2/myst_004013_2014-01-24_09-38-40_EE_3.2_002.flac
WE'VE BEEN LEARNING ABOUT WHEN A MAGNET A PERMANENT MAGNET COMES CLOSE TO OR TOUCHES A PIECE OF IRON,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-28_08-38-57_EE_3.3/myst_004013_2014-01-28_08-38-57_EE_3.3_002.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-28_08-38-57_EE_3.3/myst_004013_2014-01-28_08-38-57_EE_3.3_002.flac
WELL THE MAGNET IS CONNECTING TO THE STEEL NAIL WHICH IS TURNING THE STEEL NAIL INTO A TEMPORARY MAGNET WHICH IS WHY THE PAPER CLIP IS STICKING TO THE STEEL NAIL,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-28_08-38-57_EE_3.3/myst_004013_2014-01-28_08-38-57_EE_3.3_014.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-28_08-38-57_EE_3.3/myst_004013_2014-01-28_08-38-57_EE_3.3_014.flac
THE MAGNET IS CONNECTED TO THE STEEL NAIL SO THE STEEL NAIL IS TEMPORARY MAGNET WHICH IS CONNECTED TO THE PAPER CLIP,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-28_08-38-57_EE_3.3/myst_004013_2014-01-28_08-38-57_EE_3.3_020.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-28_08-38-57_EE_3.3/myst_004013_2014-01-28_08-38-57_EE_3.3_020.flac
THE PERMANENT MAGNET IS BEING TAKEN OFF THE STEEL NAIL,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-28_08-38-57_EE_3.3/myst_004013_2014-01-28_08-38-57_EE_3.3_021.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-28_08-38-57_EE_3.3/myst_004013_2014-01-28_08-38-57_EE_3.3_021.flac
BECAUSE WHEN THE PERMANENT MAGNET GETS TAKE IT OFF THE STEEL NAIL THE STEEL NAIL ISN'T A MAGNET ANYMORE SO IT CAN ATTRACT TO THE PAPER CLIP,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-28_08-38-57_EE_3.3/myst_004013_2014-01-28_08-38-57_EE_3.3_022.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-28_08-38-57_EE_3.3/myst_004013_2014-01-28_08-38-57_EE_3.3_022.flac
WHEN A PERMANENT MAGNET TOUCHES A STEEL NAIL STEEL NAIL BECOMES THE TEMPORARY MAGNET,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-28_08-38-57_EE_3.3/myst_004013_2014-01-28_08-38-57_EE_3.3_024.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-28_08-38-57_EE_3.3/myst_004013_2014-01-28_08-38-57_EE_3.3_024.flac
SO MAGNETISM IS RUNNING FROM THE PERMANENT MAGNET TO THE STEEL NAIL AND THEN THE STEEL NAIL ATTRACTS TO THE PAPER CLIP,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-28_08-38-57_EE_3.3/myst_004013_2014-01-28_08-38-57_EE_3.3_025.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-01-28_08-38-57_EE_3.3/myst_004013_2014-01-28_08-38-57_EE_3.3_025.flac
THEY'RE CONNECTING TROUGH THE MAGNETIC FIELD,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-02-03_09-50-28_EE_3.4/myst_004013_2014-02-03_09-50-28_EE_3.4_013.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-02-03_09-50-28_EE_3.4/myst_004013_2014-02-03_09-50-28_EE_3.4_013.flac
IT MAKES A DISTANCE GROW WHEN THE FORCE BECOMES WEAKER,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-02-03_09-50-28_EE_3.4/myst_004013_2014-02-03_09-50-28_EE_3.4_014.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-02-03_09-50-28_EE_3.4/myst_004013_2014-02-03_09-50-28_EE_3.4_014.flac
WITH THE POSITION OF THE SWITCH IS IMPORTANT BECAUSE IT NEEDS TO BE TOUCHING THE METAL SO THAT THE ENERGY CAN RUN,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-02-10_14-10-14_EE_4.1/myst_004013_2014-02-10_14-10-14_EE_4.1_017.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-02-10_14-10-14_EE_4.1/myst_004013_2014-02-10_14-10-14_EE_4.1_017.flac
THE ELECTRO MAGNET TURNS OFF,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-02-10_14-10-14_EE_4.1/myst_004013_2014-02-10_14-10-14_EE_4.1_020.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-02-10_14-10-14_EE_4.1/myst_004013_2014-02-10_14-10-14_EE_4.1_020.flac
WELL IT MEANS THAT IT'S TEMPORARY AND IT'S NOT A MAGNET FOREVER,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-02-10_14-10-14_EE_4.1/myst_004013_2014-02-10_14-10-14_EE_4.1_021.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-02-10_14-10-14_EE_4.1/myst_004013_2014-02-10_14-10-14_EE_4.1_021.flac
WELL BECAUSE A TEMPORARY MAGNET MEANS IT'S NOT PERMANENT SO IT DOESN'T STAY THERE FOREVER,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-02-10_14-10-14_EE_4.1/myst_004013_2014-02-10_14-10-14_EE_4.1_022.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-02-10_14-10-14_EE_4.1/myst_004013_2014-02-10_14-10-14_EE_4.1_022.flac
THERE NEEDS TO BE POSITIVE AND NEGATIVE ENERGY AND THE SWITCH HAS TO BE CLOSED,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-02-10_14-10-14_EE_4.1/myst_004013_2014-02-10_14-10-14_EE_4.1_023.flac,data_vtlp_sp_1.1_0.9/MyST/train/004013/myst_004013_2014-02-10_14-10-14_EE_4.1/myst_004013_2014-02-10_14-10-14_EE_4.1_023.flac
I I AM LEARNING ABOUT,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_002.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_002.flac
D CELL BATTERY TWO WIRES AND A LIGHT BULB,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_003.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_003.flac
BATTERIES ARE THINGS WITH STORED ENERGY AND THERE IS A POSITIVE AND NEGATIVE SIDE,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_004.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_004.flac
A D CELL IS IMPORTANT WHEN LIGHTING A BULB BECAUSE IT HAS STORED ENERGY THAT MAKES THE LIGHT BULB LIGHT UP,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_005.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_005.flac
IT PROBABLY SAYS SOURCE BECAUSE IT IS THE SOURCE OF ENERGY IT STORES ENERGY IN IT,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_006.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_006.flac
THEY CONNECT THE BATTERY AND THE LIGHT BULB SO IT CAN FORM A CIRCUIT TO TO MAKE LIGHT,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_007.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_007.flac
THINK THE WIRES I THINK THE WIRES ARE A PATHWAY BECAUSE THEY LEAD FROM THE BATTERY TO THE LIGHT BULB TO MAKE A CIRCUIT SO THE LIGHT BULB LIGHTS,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_008.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_008.flac
ELECTRICITY OR ENERGY,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_009.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_009.flac
WIRES CARRY ENERGY OR ELECTRICITY FROM BATTERY TO LIGHT BULB,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_010.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_010.flac
LIGHT BULBS ARE THE THING THAT SHOW WHAT THE ENERGY IS DOING THEY LIGHT UP,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_011.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_011.flac
THEY ARE THE RESULTS OF THE ENERGY,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_012.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_012.flac
IT MEANS THAT WE CAN LIKE SEE STUFF LIKE SEE THE THINGS AROUND US WHEN A LIGHT BULB SHINES,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_014.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_014.flac
THE ELECTRICITY IS GOING FROM POSITIVE SIDE THROUGH THE BATTERY AND IS GOING OUT THE NEGATIVE,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_016.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_016.flac
ONE SIDE IS THE POSITIVE SIDE WITH THE PLUS SIGN AND THE OTHER IS THE NEGATIVE SIGN THE MINUS SIGN,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_017.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_017.flac
THE ELECTRICITY GOING THROUGH THE WIRES,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_019.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_019.flac
IT GOES TOWARDS THE POSITIVE SIDE,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_020.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_020.flac
THE BLUE DOTS SWITCHED THE DIRECTION TO GO TOWARDS THE POSITIVE SIDE,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_021.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_021.flac
THE TERMINAL ONE WIRE IS ON THE LIGHT BULB CASING AND THE TERMINAL OF THE OTHER WIRE IS ON THE LIGHT BULB BASE,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_023.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_023.flac
THE LIGHT WOULDN'T SHINE,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_026.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_026.flac
IF YOU SWITCH ONE OF THE WIRES TO THE LIGHT BULB CASING IT THE LIGHT SHINES AGAIN,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_027.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-11-18_09-42-45_EE_1.1/myst_004018_2013-11-18_09-42-45_EE_1.1_027.flac
CONDUCTORS AND INSULATORS,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-12-02_10-10-20_EE_1.3/myst_004018_2013-12-02_10-10-20_EE_1.3_002.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-12-02_10-10-20_EE_1.3/myst_004018_2013-12-02_10-10-20_EE_1.3_002.flac
YOU CAN USE SOME OF THEM IN A CIRCUIT,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-12-02_10-10-20_EE_1.3/myst_004018_2013-12-02_10-10-20_EE_1.3_004.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-12-02_10-10-20_EE_1.3/myst_004018_2013-12-02_10-10-20_EE_1.3_004.flac
THE CIRCUIT ONLY CLOSES WITH METAL OBJECT,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-12-02_10-10-20_EE_1.3/myst_004018_2013-12-02_10-10-20_EE_1.3_005.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-12-02_10-10-20_EE_1.3/myst_004018_2013-12-02_10-10-20_EE_1.3_005.flac
THE METAL THINGS WORK AND THEY MAKE THE MOTOR RUN AND THE THINGS THAT YOU DON'T HAVE METAL IN THE DON'T WORK,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-12-02_10-10-20_EE_1.3/myst_004018_2013-12-02_10-10-20_EE_1.3_006.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-12-02_10-10-20_EE_1.3/myst_004018_2013-12-02_10-10-20_EE_1.3_006.flac
THERE IS SOMETHING THAT CAN THAT WORKS TO MAKE A CIRCUIT,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-12-02_10-10-20_EE_1.3/myst_004018_2013-12-02_10-10-20_EE_1.3_007.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-12-02_10-10-20_EE_1.3/myst_004018_2013-12-02_10-10-20_EE_1.3_007.flac
IT IS I DON'T KNOW,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-12-02_10-10-20_EE_1.3/myst_004018_2013-12-02_10-10-20_EE_1.3_009.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-12-02_10-10-20_EE_1.3/myst_004018_2013-12-02_10-10-20_EE_1.3_009.flac
THE ONES THAT ARE MADE OUT OF METAL MAKE THE MOTOR WORK,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-12-02_10-10-20_EE_1.3/myst_004018_2013-12-02_10-10-20_EE_1.3_014.flac,data_vtlp_sp_1.1_0.9/MyST/train/004018/myst_004018_2013-12-02_10-10-20_EE_1.3/myst_004018_2013-12-02_10-10-20_EE_1.3_014.flac
